No;Kode Dealer;Nama Dealer;Kode Main Dealer
3093;5770;PT TRIMITRA BALI;N01
3094;9048;AZCHA MOTOR SERVICE;B3Z
3095;8737;IMAM MOTOR;D2Z
3096;2118;KEPAHIYANG MOTOR;G01
3097;1717;GAJAH HONDA SERVICE;K0Z
3098;15514;WAHANA ARTHA RITELINDO;B10
3099;592;CHANDRA TEGUH KARYA;M3Z
3100;11237;MUSTIKA GRAHA MOTOR;Q01
3101;8316;AMANAH MOTOR;G02
3102;464;RIAU BARU SERVICE;D2Z
3103;6903;NEW INDOERA INTAN MOTOR;I3Z
3104;10727;CV LARIS MOTOR;C10
3105;1411;RAHARDJO MOTOR;K0Z
3106;2236;WAHYU MOTOR;L01
3107;6302;SAHURI MOTOR;Q01
3108;11425;MAJU JAYA MOTOR;G01
3109;8928;ARIQ AGUNG SERVIS;C3Z
3110;469;INTERNATIONAL MOTOR;D3Z
3111;2223;AROMA MOTOR;E20
3112;2803;PUTRA MULYA;U10
3113;10360;CANCER MOTOR II;G02
3114;10094;PRO MOTOR AGA PERDANA;M3Z
3115;9096;SYAMSURI MOTOR;B10
3116;12025;SETIA UTAMA MOTOR, PT;U10
3117;10035;CAKRAWALA MOTOR;R4Z
3118;13083;JERUJU MOTORINDO;Q01
3119;1127;TELUK NAGA;I3Z
3120;1140;KUOK SERVIS;B3Z
3121;913;DAYA SAKTI MOTOR;L01
3122;486;MEDAN SERVIS;B10
3123;6675;TIGER MOTOR, UD;B3Z
3124;8740;DELIMA MOTOR;D2Z
3125;8200;FUKA LIE;G5Z
3126;396;SERASI SERVIS;B10
3127;2109;KARYA BARU;B3Z
3128;2035;SAUDARA SERVICE ;B3Z
3129;9586;GLOBAL;I3Z
3130;9037;RAMA 2;I3Z
3131;7554;MUSTIKA JAYA;I3Z
3132;10883;CAHAYA MOTOR;B3Z
3133;766;DUTA MOTOR;Q01
3134;2508;MADINAH;J10
3135;11087;ALEXANDER DWIPUTRA MOTOR 2;D2Z
3136;9091;SODIPTA MOTOR, UD;B10
3137;9023;MITRA KENCANA PERKASA;M3Z
3138;7926;ARUM MOTOR;K0Z
3139;12106;GIRI MAS MOTOR;N01
3140;716;TUNAS BARU MOTOR;H2Z
3141;408;BERKAH;I3Z
3142;2503;WIJAYA MOTOR;K0Z
3143;7354;MUTIARA MOTOR;V2Z
3144;6982;SAUDARA MOTOR;J20
3145;8789;BEN'S JAYA MOTOR;J10
3146;9093;BINTANG JAYA;B10
3147;8618;ANTANG SELARAS;T10
3148;9454;GLOBAL MOTOR;G01
3149;11431;LAROES MOTOR;G01
3150;912;ROBERT MOTOR;W01
3151;605;HONDA SERVIS;B10
3152;739;BARU MOTOR;K0Z
3153;2216;KALIMANTAN MOTOR;H2Z
3154;9565;CILILITAN JAYA MAKMUR;I3Z
3155;220;WAWAN MOTOR;L01
3156;259;SUMBER JAYA MOTOR;W01
3157;13076;DARNO MOTOR;H2Z
3158;2293;PADAELO MOTOR;V2Z
3159;2523;PD PRODIASA;J10
3160;8947;INDOPRIMA MOTOR;J10
3161;8176;ASZA MOTOR;K0Z
3162;7697;PANDAWA MOTOR;J10
3163;10923;MOTOR 88 DUA;W01
3164;2074;MAJU JAYA;B3Z
3165;2082;NUGRAHA MOTOR;J10
3166;1886;ALFA MOTOR;W01
3167;12232;LIBRA MOTOR;C10
3168;11770;CV. ASRA MOTOR;B3Z
3169;10828;WIJAYA MOTOR 2;J10
3170;7683;BENGKEL 126;D2Z
3171;270;ANEKA JAYA;Q01
3172;1191;TENDEAN;I3Z
3173;414;SENTOSA MOTOR;G01
3174;10924;CV FLAGYUS UTAMA MOTOR;H2Z
3175;8727;KARISMA MOTOR;B3Z
3176;8324;MITRA MOTOR;V2Z
3177;6745;CEMPAKA SERVIS I;C3Z
3178;10362;FIJAR MOTOR 02;J20
3179;2502;MURAH MOTOR;J10
3180;7502;ARIMBI AMARTAPURA, PT;J10
3181;8979;CV SANUBARI SEJATI MOTOR;U10
3182;3427;CV BINTANG MOTOR;G01
3183;9162;METAL JAYA SERVIS;B10
3184;7637;GAMMA 2;I3Z
3185;8731;SINAR DELI;B3Z
3186;10934;BEK MOTOR;N02
3187;1742;SECANG MOTOR;K0Z
3188;2022;KINTAMANI MOTOR;N01
3189;10080;CV BINTANG MOTOR;G01
3190;10292;AMY MOTOR;K0Z
3191;11946;DINA MOTOR WAHYU;R4Z
3192;10031;PELANGI MOTOR;Q01
3193;12154;CAPELLA SERVICE CENTRE - MATIC;B3Z
3194;4113;ISTANA MOTOR ;W01
3195;1049;PT. NUSANTARA SAKTI;L01
3196;8112;JAYA MANDIRI MOTOR;H2Z
3197;8915;KOKOH, UD;B10
3198;4478;MADJU;V2Z
3199;5376;SAFARI MOTOR PLAZA;G01
3200;9274;ANDI MOTOR;D3Z
3201;2089;CAHAYA BARU MOTOR;K0Z
3202;6809;DUA SEJATI MOTOR;K0Z
3203;406;SANI MOTOR;G01
3204;9250;ROBI MOTOR;T10
3205;1759;AGUNG MOTOR;H2Z
3206;8725;AKE MOTOR;B3Z
3207;12675;SYIRKAH AMANAH MOTOR,CV;M2Z
3208;5488;SUMBER MOTOR, CV;M2Z
3209;7668;PT BANGUN SETIA PERKASA;U10
3210;2084;INDAH SERVIS;B3Z
3211;11128;ERSA MOTOR;Z11
3212;1097;CIKAJANG MOTOR;J10
3213;7461;JAKARTA MOTOR;G5Z
3214;384;FEDERAL INDOARTHA MOTOR;T10
3215;9103;SABDA MOTOR;G01
3216;2079;ARDILES MOTOR II;E20
3217;7834;JAYA BAHARI;H2Z
3218;6810;SETIAKAWAN MOTOR;K0Z
3219;10121;JAYA KUSUMA MOTOR;H2Z
3220;9634;KARISMA MOTOR;J10
3221;9926;NUSA RAYA MOTOR;V2Z
3222;8945;PELITA MOTOR;D2Z
3223;1449;54 MOTOR;K0Z
3224;2119;SEGERI MOTOR;W01
3225;9814;HARTONO;M2Z
3226;1743;PRIMA JAYA II;I3Z
3227;8714;NAGUNA SERVICE;B3Z
3228;1849;BUDAMAN MOTOR;N01
3229;10192;ALEXANDER DWIPUTRA MOTOR;B3Z
3230;7538;BINTANG MANDIRI MOTOR;Q01
3231;6841;SUPER MOTOR;W01
3232;1359;SAHABAT MOTOR;G5Z
3233;1923;SINAR JAYA SERVIS;B10
3234;1704;MINA SERVIS;B10
3235;6864;AGUNG MOTOR TRIJAYA;K0Z
3236;7103;SURYA UTAMA PERKASA;K0Z
3237;1051;HARAPAN JAYA;B10
3238;2086;ANGKASA MOTOR;G01
3239;767;SENTRAL MOTOR;Q01
3240;1106;MEGA MOTOR;B3Z
3241;9890;SAHABAT MOTOR;G02
3242;7280;MAKARTI MOTOR, UD;R5Z
3243;9501;CENTRAL MOTOR;H2Z
3244;8314;CV. ALSA INDO PRATAMA;W01
3245;8598;RIZKY MOTOR;G01
3246;8940;WIPRA PATTIMURA PRATAMA,PT;I3Z
3247;11566;TARA MOTOR;H2Z
3248;6972;LANCAR MOTOR 2;J10
3249;7232;MALAKA MOTOR;I3Z
3250;7141;NANGA TAYAP MOTOR;Q01
3251;7670;FEDERAL MOTOR;W01
3252;7753;MOTOR UTAMA;Q01
3253;2690;SUKODADI MOTOR;M2Z
3254;2222;ASA JAYA;E20
3255;9915;ARBY MOTOR;G01
3256;10074;RIRIE SERVIS;B10
3257;11493;OLIVIA MOTOR;G5Z
3258;8366;ALAW JAYA MOTOR;Q01
3259;2301;BPTP MOTOR;J10
3260;9918;MILLENIUM MOTOR;J20
3261;8586;ERA MOTOR;Q01
3262;8735;BAROKAH SERVIS;D2Z
3263;7246;PURNAMA PUTRA MOTOR;J10
3264;6651;RAJAWALI MOTOR;T10
3265;1928;TRI SAKTI MOTOR;Q01
3266;940;CITRA MOTOR;I3Z
3267;1164;GEMAR MOTOR;Q01
3268;10830;PT. INTEGRITAS MITRA USAHA;J10
3269;2826;SUBUR MOTOR;H2Z
3270;971;RAYA MOTOR;J10
3271;1298;PD MASUGIH MOTOR;J10
3272;1350;CENDANA HARUM;I3Z
3273;9603;WAHYU PRATAMA MOTOR;N01
3274;10149;MEUTIA SERVICE;B3Z
3275;8127;ADE IRMA;J10
3276;12;HONDA SALES OFFICE PATI;K0Z
3277;8007;TRIAS BUMI MOTOR;L01
3278;2073;HONDA SERVICE ;B3Z
3279;2524;JAYA MAKMUR;J10
3280;2662;STAR MOTOR 5;J10
3281;2678;HRB MOTOR;H2Z
3282;724;PARAHIANGAN MOTOR;H2Z
3283;9498;SYAFA MARWAH MOTOR;T10
3284;12505;ELTY MOTOR;N02
3285;9891;TEGAR MOTOR;Q01
3286;8450;168 MOTOR;Q01
3287;8625;GUNUNG MAS PERMAI MOTOR;T10
3288;1813;BENGKEL LAS DAN BUBUT MANDIRI;K0Z
3289;2128;HOED MOTOR;K0Z
3290;1971;TUNAS SARANA MOTOR II;H2Z
3291;549;WANEA JAYA;U10
3292;10683;81 MOTOR;N02
3293;942;BERKAH  II;I3Z
3294;9005;ANDES MOTOR;G02
3295;7936;ANGGUN JAYA MOTOR;H2Z
3296;9109;AMRUN MOTOR;W01
3297;9087;DWI SERVIS;B10
3298;10301;QUEEN MOTOR;Q01
3299;2142;TUNAS SARANA MOTOR;H2Z
3300;7685;TABITA;Z11
3301;9606;FADLY MOTOR;C10
3302;11423;YUDI KARYA MOTOR;T10
3303;1044;PT BLITAR TATA INDAH MOTOR;M2Z
3304;15015;PT. DAYA ANUGRAH MANDIRI;W01
3305;7532;SUN MOTOR;W01
3306;7691;CV. SINAR TUBALONG CABANG;N02
3307;10038;JAYA ABADI MOTOR;N01
3308;2067;PRIMA MOTOR;B3Z
3309;9251;RIAMAS MOTOR;G01
3310;2326;MOTOR TAWANGMANGU INDAH;K0Z
3311;2248;TO THEY MOTOR;N01
3312;2568;AFA MOTOR;Q01
3313;7295;NUSANTARA PUTRA MOTOR;K0Z
3314;1280;ASTINA;I3Z
3315;7914;ANEKA MOTOR;U10
3316;7938;MAS MULIA MOTOR, UD;T10
3317;8190;SUKSES MOTOR;K0Z
3318;10296;SURYA SARI MOTOR II;H2Z
3319;10662;HANDRI MOTOR II;G02
3320;2529;MAS MULIA MOTOR,UD;T10
3321;7901;RYAN MOTOR;N02
3322;9457;PT NUSANTARA SURYA SAKTI;W01
3323;8957;PT MENUR BEJO MOTOR;M2Z
3324;1121;WALI MOTOR;K0Z
3325;7460;SAMUDRA PRATAMA MOTOR;K0Z
3326;8214;GEMILANG MAKMUR ABADI;J10
3327;9027;EKA KARUNIA TRIJAYA ABADI;T10
3328;10741;BINTANG JAYA;B10
3329;11390;BINTANG MOTOR;Q01
3330;1556;TEGUH KARYA MOTOR;W01
3331;6363;FAJAR MOTOR;K0Z
3332;8217;RIZAL MOTOR;T10
3333;7271;LESTARI MOTOR;K0Z
3334;2823;NGANTRU JAYA MOTOR;M2Z
3335;6671;INTI JAYA, UD;B10
3336;7929;SURYA PUTRA MOTOR;L01
3337;1855;PT. ARISMA DAWINDO SARANA;I3Z
3338;10494;BINTANG MOTOR;J10
3339;9597;SENTRAL MOTOR II;Q01
3340;105;WINARTO MOTOR;K0Z
3341;1086;ARTA ISTANA;I3Z
3342;1365;CEMPAKA SERVIS;C3Z
3343;6808;BHINA TUNAS BAKTI;K0Z
3344;10422;PT NUSANTARA SURYA SAKTI;G01
3345;9592;SYENA MOTOR;J20
3346;12069;HANJOU MOTOR;H2Z
3347;10239;SURYA MOTOR II;Q01
3348;11436;UD B.C.A. SERVICE MOTOR;B3Z
3349;7018;BERKAT PERDANA;J10
3350;7468;PURBAYA MOTOR;B3Z
3351;7738;KALIMAS SEJAHTERA, CV;J10
3352;8216;BAHAGIA MOTOR;T10
3353;8700;CV. LIMA MENARA GADING;D3Z
3354;8944;JALAL MOTOR;D3Z
3355;9030;BRIAN MOTOR;L01
3356;439;UMEGA MOTOR;N01
3357;526;PANCA JAYA;J10
3358;638;SATRIA MOTOR;N02
3359;686;BIMA SAKTI;D2Z
3360;7860;PAKEWERU INDAH MOTOR;U10
3361;9028;TIMBUL JAYA MOTOR 3;T10
3362;7568;CHIA ISKANDAR MOTOR;N01
3363;2708;TAROGONG MOTOR, PD;J10
3364;8256;BIMANTORO MOTOR;M2Z
3365;8728;PUTRI SERVIS;D2Z
3366;9214;ALIYA MOTOR;G01
3367;11495;SELECTA MOTOR;Q01
3368;7341;GLORIA MOTOR;G02
3369;2192;ARENA SERVIS;B10
3370;2289;CIPTA JAYA MOTOR;V2Z
3371;2809;JUANDA MOTOR;Q01
3372;9456;SUMBER TEKNIK MAKASSAR;W01
3373;8995;EKA MOTOR;E20
3374;11496;MUTIARA MOTOR;Z11
3375;7342;MERTHA BUANA MOTOR;G02
3376;8354;JHONI MOTOR;G02
3377;8593;VARIASI MOTOR;N02
3378;6540;MUNZUL MOTOR;J10
3379;6819;TIMBUL JAYA MOTOR;T10
3380;1482;CEMARA MOTOR;M2Z
3381;10019;PT MALINA JAYA;B3Z
3382;569;MAJU MOTOR;B3Z
3383;9660;DELTA MOTOR, UD;M2Z
3384;8297;USAHA BERSAMA,UD;U10
3385;8745;PRAKOSO MOTOR;I3Z
3386;6862;UD HIDAYAH MOTOR;K0Z
3387;7462;RAMAYANA MOTOR;G5Z
3388;2139;ARIE MOTOR;J10
3389;2501;FORTUNA, CV;J10
3390;4747;UD. NAGA SAKTI MOTOR;M2Z
3391;387;SS.SELARAS;T10
3392;445;TEKNIK JAYA MOTOR;N02
3393;738;MUTIARA MOTOR;N01
3394;11576;PUTRI MOTOR;T10
3395;11596;SEDANA YOGA MOTOR;N01
3396;9000;SEJAHTERA MOTOR;K0Z
3397;9150;SRIWIJAYA MOTOR;G01
3398;9092;SINAR AA;B10
3399;11492;SURYA MOTOR;M2Z
3400;12099;PT DAYA ANUGRAH MANDIRI;N02
3401;14020;PT. DAYA ANUGERAH MANDIRI;Q01
3402;9663;KENCANA MOTOR;M2Z
3403;6930;MERTA HARUMAS, PT.;N01
3404;2720;SURYA UTAMA PUTRA;T10
3405;1631;USAHA MAJU;M2Z
3406;9248;STEMSA MOTOR;L01
3407;10076;IYAN SERVIS;B10
3408;10335;MITRA MOTOR;Z11
3409;2027;GENERASI MUDA MOTOR II;E20
3410;2055;DT. SATI SERVIS;C10
3411;8961;SHC MOTOR;V2Z
3412;131;ANDALAS SERVIS;B3Z
3413;524;INTAN JAYA MOTOR;H2Z
3414;10118;UD VINA MOTOR;B3Z
3415;7613;PT. INDOSTAR SUKSES MOTOR;B10
3416;9104;AL KAUTSAR MOTOR;G01
3417;9632;FADLIKA MOTOR;Z11
3418;2669;PANCA JAYA MOTOR;T10
3419;2810;CV. LARIS MOTOR;C10
3420;1107;CV. SURYA PUTRA;K0Z
3421;1302;ANEKA MOTOR;N01
3422;2180;RAHMAT SERVIS;B3Z
3423;452;CAHAYA MOTOR;W01
3424;651;GENERASI MUDA MOTOR I;E20
3425;9097;SAFARI SERVIS I;C10
3426;7838;TWINS JAYA MOTOR;U10
3427;9491;AMIN MOTOR;M2Z
3428;9497;BUANA OTO MANDIRI;U10
3429;8589;PATOKA MOTOR;Q01
3430;8621;HORAS MOTOR;T10
3431;1705;BLPT;K0Z
3432;2296;MAKSIMAL SERVIS;D2Z
3433;2739;SANJAYA PRATAMA MOTOR;G5Z
3434;2768;CITRA MOTOR;D3Z
3435;8991;FERNANDO MOTOR;E20
3436;132;RAKAN SERVICE;B3Z
3437;247;SETIA BARU SERVIS;B10
3438;9875;PUTRA SAKTI;D2Z
3439;9138;SAHABAT MOTOR;T10
3440;6931;RAJAWALI MOTOR;G5Z
3441;2663;ALVITA DARMA, CV;J10
3442;1764;WELONG MOTOR. PT;W01
3443;10116;DUA IE SERVICE;B3Z
3444;10333;AN SERVICE;D2Z
3445;11490;PASOKA MOTOR;C10
3446;7861;MUSTIKA MOTOR;U10
3447;8601;FITRAN MASAMAS MOTOR;J10
3448;8767;SURYA MOTOR;W01
3449;1830;PT BANGUN SETIA PERKASA;U10
3450;2034;SINAR BARU;B3Z
3451;2098;FERI SERVICE;B3Z
3452;1189;SS.SEDERHANA;T10
3453;1296;SUMBER MOTOR;J10
3454;1408;GATOT KACA;I3Z
3455;10036;KARTIKA JAYA MANDIRI;R4Z
3456;8985;RIZKI MOTOR;T10
3457;540;KAWAN KITA;L01
3458;9069;IIN MOTOR;G02
3459;9192;JF MOTOR;E20
3460;10299;VARIO MOTOR;Q01
3461;8353;RIAS JAYA MOTOR;G5Z
3462;8698;SUPER MOTOR;W01
3463;8703;JAYA SAKTI MOTOR 2;H2Z
3464;2126;MEGA SERVIS;C3Z
3465;2541;PT BANGUN SETIA PERKASA;U10
3466;7244;MODERN MULTI NIAGA, PT;Z11
3467;1852;JAYA MOTOR;B3Z
3468;2558;LEGENDA SERVIS;C3Z
3469;9511;ADITYA MOTOR;G01
3470;176;SURABAYA MOTOR;M2Z
3471;7866;RISEN;I3Z
3472;7061;MAKESA PRIMA MOTOR,PT;W01
3473;2544;MANUNGGAL MOTOR;K0Z
3474;1382;UTAMA JAYA MOTOR;W01
3475;1797;HARRY MOTOR;M2Z
3476;7279;FAOMASI  MOTOR SERVICE;E20
3477;10033;ANSCOT MOTOR;Q01
3478;9082;MONDAN SERVIS;B10
3479;8192;SIDODADI MOTOR;B10
3480;8561;TOP HARAPAN MOTOR;M2Z
3481;1956;SERASI SERVIS;B10
3482;1168;SAUDARA SERVIS;B10
3483;7940;PRIMA JATI, UD;J10
3484;2774;STAR SERVIS II;C10
3485;2124;REJEKI MOTOR;W01
3486;2230;NADA MOTOR;T10
3487;2699;SETIA MOTOR;Q01
3488;1201;SS.BERKAT AYAH;T10
3489;1563;MANDIRI MOTOR;K0Z
3490;1819;BRATA SENA MOTOR;J20
3491;13680;PT NUSANTARA SURYA SAKTI;G01
3492;10952;BLPT MOTOR;G01
3493;7640;MARANNU ANDOOLO;W01
3494;8051;KEN MOTOR, CV;B3Z
3495;8708;TOKO HARAPAN BARU;Z11
3496;2802;BINTANG MOTOR;U10
3497;1425;PT PATRIA ANUGERAH SENTOSA;G01
3498;2249;ARYA MOTOR;N01
3499;2642;TASYA SERVIS;B10
3500;9468;ARTAMAS KURNIA;J10
3501;9711;ANUGERAH GANTARI JEVERA;I3Z
3502;8050;AMIN MOTOR;W01
3503;8347;OMEGA MOTOR;Q01
3504;6821;SHAFIRA;I3Z
3505;6807;SEROJA;K0Z
3506;2102;SANI MOTOR II;G01
3507;741;PRIMA MOTOR;U10
3508;7254;SARANA II;I3Z
3509;10071;BERKAT ANUGERAH MOTOR;U10
3510;106;WIJAYA MOTOR;J10
3511;256;HONDA, UD;M2Z
3512;458;BETAWI;I3Z
3513;11438;AZIZ MOTOR;E20
3514;7743;ARTA MANDIRI SEJAHTERA;G01
3515;1052;CENTRAL SERVIS;B10
3516;1220;SURYA MOTOR;K0Z
3517;8709;KARYA MANDIRI MOTOR;Z11
3518;10013;REZQI;I3Z
3519;7682;SOLO MOTOR;Z11
3520;8030;RAHMAH, UD;B10
3521;6784;ABADI MOTOR;Z11
3522;9329;SUANDI MOTOR;G01
3523;8964;RAHAYU MOTOR;J20
3524;749;PT. BANGUN INDAH MANDIRI;Z11
3525;8878;MUTIA MOTOR;G01
3526;9062;JEMBAR BARU;J10
3527;7344;BENGKEL MOROW;B10
3528;8026;CV. BUANA MAS;N01
3529;8600;TUNAS MUDA MOTOR;G01
3530;8608;JASA FAMILI;G01
3531;1779;MOTOR JAYA;K0Z
3532;10945;BUNDA MOTOR;I3Z
3533;7231;RESTU;I3Z
3534;9078;FERZA SERVIS;B10
3535;9101;LEO MOTOR;G01
3536;10124;LASTRI MOTOR;G01
3537;5025;PT PRANATA MEGANTARA;I3Z
3538;2030;KARYA MAJU;G01
3539;2092;JAYA MOTOR;K0Z
3540;9593;EDO MOTOR;J20
3541;9877;ADHITYA PRATIWI INDIRA, PT;I3Z
3542;8046;CAHAYA SEJATI;I3Z
3543;8746;RAFAEL;I3Z
3544;7520;BINA NGARA SERVIS;B10
3545;2190;ARIE PRIMA ;J20
3546;2576;MENTARI;I3Z
3547;997;AGUNG MOTOR 2;J10
3548;9916;ARI MOTOR;G01
3549;7623;MUSTIKA;Q01
3550;8313;WIRAWAN MOTOR;N01
3551;8257;PUTRA TUNGGAL MOTOR;M2Z
3552;8363;KAROJA;B10
3553;8819;SINAR TIMUR MOTOR;G01
3554;6906;ANGKE JAYA MOTOR;I3Z
3555;2262;ALAM BARU;G01
3556;1153;ANEKA MOTOR;V2Z
3557;1771;PROUNION INDOJAYA, PT;I3Z
3558;1921;UD.ARTHA KARYA MOTOR;N01
3559;269;SAKURAMAS MOTORINDO;Q01
3560;10073;BAKTI JAYA MOTOR;B10
3561;8758;MANDIRI MOTOR;W01
3562;9937;MUTIARA SAKTI, CV;K0Z
3563;10348;SAKTI JAYA MOTOR;Z11
3564;10708;SONNY MOTOR;M2Z
3565;11547;ARYA MOTOR 2;G01
3566;7156;CHARISMA MOTOR;U10
3567;8456;TALENTA MOTOR;Z11
3568;1878;CV. INDRA RAYA;T10
3569;2040;YAYAT MOTOR;J20
3570;1101;GELEBEG MOTOR SERVICE;N01
3571;1214;PRIMA JAYA;K0Z
3572;10117;ARJA MOTOR;B3Z
3573;8962;MEGA STAR MOTOR;J20
3574;8352;ASA MOTOR;I3Z
3575;8318;BERLIAN JAYA MOTOR;G5Z
3576;8921;SUPARTAMAJAYA BENGKEL;N01
3577;9361;UD. TBS MANDIRI SERVICE;B3Z
3578;8872;KELAPA MOTOR;G5Z
3579;9084;FAJAR SERVIS;B10
3580;10900;M-TRIA;I3Z
3581;7044;BALI MARDI MITRA WASESA;N01
3582;2100;HONDA SERVIS;B10
3583;6284;SAUDARA SEJAHTERA MOTOR;J20
3584;8983;GDL MOTOR;U10
3585;10068;CV. CENTRATAMA MOTOR;T10
3586;8926;SUNGAI BATANG MOTOR;C3Z
3587;9143;ADITYA MOTOR;N01
3588;9591;ANUGRAH MOTOR;J20
3589;6627;CAHAYA SAKTI MOTOR;L01
3590;1777;KAMISUKA;J10
3591;2016;ASMAN MOTOR;G01
3592;13030;PANCA JAYA MOTOR;Z11
3593;9276;PANGERAN JAYAKARTA;I3Z
3594;8757;BADUY MOTOR;J20
3595;8881;JEFFRY MOTOR;E20
3596;9088;USAHA BERSAMA, UD;B10
3597;6928;SASTRA SERVIS;B10
3598;1317;BINTAN SUKSES PERKASA MOTOR,PT;B3Z
3599;1360;KOBA MOTOR;G5Z
3600;2011;SINAR MOTOR;J20
3601;10684;GUNAWAN MOTOR;D3Z
3602;11594;D 2 M (DAMAI DIHATI MOTOR);J10
3603;8370;KILININGAN MOTOR;J10
3604;8455;ABADI INDAH MOTOR;Z11
3605;10135;PT GADENG CITRA JAYA;B3Z
3606;6806;YULIA MOTOR;K0Z
3607;10944;AMANAH MOTOR;G01
3608;138;LAMLO SERVIS;B10
3609;8623;MARANEN MOTOR;T10
3610;7955;CAHAYA UNGGUL NUSANTARA III;M2Z
3611;985;YONO INDAH MOTOR, UD.;N01
3612;11549;PANDENA JAYA SERVICE;B3Z
3613;8213;SERUMPUN BAMBU, CV;J10
3614;8364;ABANG ADEK MAJU SERVIS;B10
3615;8748;DONI MOTOR;E20
3616;9472;OLAMI MOTOR;U10
3617;7946;UD AIGA MOTOR;B3Z
3618;1876;PT ASLI MOTOR KLATEN;K0Z
3619;1912;LANGGAN SERVICE II;K0Z
3620;9360;HILAL MOTOR;C3Z
3621;10938;PERMATA BINTAN MOTOR;D2Z
3622;8340;VITO MOTOR;V2Z
3623;6911;SATYA KENCANA MOTOR, CV;Z11
3624;1927;LANGGENG JAYA II;I3Z
3625;2210;MAZZA MOTOR;M2Z
3626;8976;PRISCHEILLA MOTOR;U10
3627;10943;SIPAR MOTOR;H2Z
3628;6744;KARISMA SERVIS;C3Z
3629;7008;IRMINTO SERVIS;C3Z
3630;7587;MERTOKONDO MOTOR, CV;L01
3631;1948;CV KENCANA MULIA;M2Z
3632;2001;WIDODO MOTOR;K0Z
3633;2148;KARUNIA MOTOR;K0Z
3634;2619;WIDODO MOTOR;M2Z
3635;534;IMMACULATA MOTOR;L01
3636;9070;RISEN 2;I3Z
3637;10649;F4 MOTOR;B3Z
3638;10826;PT. ANGGI JELITA MOTOR;T10
3639;10678;DUNIA MOTOR;T10
3640;11767;MANDALA MOTOR;B10
3641;9919;PT BANGUN SETIA PERKASA;U10
3642;11591;UD SALAM;B10
3643;8744;OSAKA;I3Z
3644;2156;HERY JAYA MOTOR;J20
3645;1427;MITRA MOTOR SERVIS;D2Z
3646;1487;SIMPATI JAYA MOTOR, UD;M2Z
3647;1910;GALIH JAYA MOTOR;L01
3648;896;ABADI SERVIS;B3Z
3649;7283;SURYA DARMA MOTOR;M2Z
3650;1715;SEPADAN;I3Z
3651;8179;RHONITHA MOTOR SERVICE;Z11
3652;3365;PT BERKAT KARUNIA 88 MOTOR;I3Z
3653;2535;MITRA SEJAHTERA;J10
3654;2610;AKBAR;M2Z
3655;2640;CV. MUTIARA SAKTI;K0Z
3656;1139;INTISARI;I3Z
3657;9924;MUDA MOTOR;B10
3658;11727;MEGA INDAH MOTOR;Z11
3659;9892;FAMILI II;I3Z
3660;9207;USAHA MAJU MOTOR;I3Z
3661;1122;WIBISONO MOTOR;K0Z
3662;1203;FIBEL MOTOR;L01
3663;1252;HENNY MOTOR;W01
3664;208;TOKO ASTA MOTOR;L01
3665;10926;UD ANUGRAH;N01
3666;1724;NGK JAYA;E20
3667;734;HANA MOTOR;T10
3668;10132;MAKMUR MAJU MOTOR;I3Z
3669;2158;MITRA SERVIS;B3Z
3670;2285;ADE MANDIRI;D3Z
3671;742;QUEEN MOTOR;U10
3672;8951;MAMBO MOTOR;D3Z
3673;9667;ANDREA MOTOR;U10
3674;7332;MELLY MOTOR;Q01
3675;8298;WIRA MOTOR;U10
3676;2253;SURYA MOTOR, UD.;N01
3677;2155;TUNAS MAJU;B10
3678;1020;ABADI MOTOR;L01
3679;10043;DUTA PANIKI;U10
3680;8971;ANUGERAH MOTOR;U10
3681;732;LATANDO MOTOR;U10
3682;8305;CADASARI BERKAH MOTOR;J20
3683;8346;VEBY JAYA MOTOR;Q01
3684;2266;MEGA SERVIS I;C3Z
3685;2184;ANUGRAH MOTOR;M2Z
3686;1726;KOINMAS BERSATU;I3Z
3687;1105;DARMA JAYA;B3Z
3688;1307;DIANA;I3Z
3689;111;KARTIKA MOTOR;K0Z
3690;2271;KURNIA MOTOR;L01
3691;8956;GUN MOTOR;Z11
3692;522;YASUKA MOTOR;M2Z
3693;8360;AMANAH SERVIS, UD;B10
3694;1837;SURYA SERVIS;C3Z
3695;1474;PT. VARIA MOTOR SEMBADA;I3Z
3696;9047;ALDI MOTOR;D2Z
3697;10140;BINA MOTOR;T10
3698;10072;DAVALA MOTOR;U10
3699;2075;HARAPAN MOTOR;D2Z
3700;2280;ABADI MOTOR;V2Z
3701;2811;LANCAR MOTOR;J10
3702;708;TOKO KAULA ACC;R4Z
3703;916;JAYA ABADI;I3Z
3704;10119;CV KEN MOTOR;B3Z
3705;7844;GEMBOL MOTOR;L01
3706;8359;INDAH MOTOR;T10
3707;7455;BIMA SAKTI MOTOR 2;J20
3708;2004;CIUJUNG MOTOR;J20
3709;2656;LINTASINDO MOTOR;I3Z
3710;1281;SRIKANDI;I3Z
3711;1757;PERKASA SEJATI;I3Z
3712;906;BHINNEKA JAYA MOTOR III;I3Z
3713;9681;LPB GIANYAR BALI;N01
3714;8955;WIDODO MOTOR;Z11
3715;8797;CAHAYA MOTOR;Q01
3716;2099;FEDERAL SERVICE ;B3Z
3717;2023;PANDE MOTOR;N01
3718;2694;UTAMA MOTOR WONOSARI;L01
3719;1095;INGIN JAYA SERVIS;B3Z
3720;10302;GRAIS MOTOR;U10
